Warning: Null value is eliminated by an aggregate or other SET operation.
Warning: Null value is eliminated by an aggregate or other SET operation.
Warning: Null value is eliminated by an aggregate or other SET operation.
Warning: Null value is eliminated by an aggregate or other SET operation.
StyleNo,PONo,Country,OrderQty,SchExFactory,Fowarder,InvNo,CTNQty,InCTNQty,PerClose,Final,POLocation,Comment2,Factory,CTNSize,CBM,CreatedBy,WeightCTN
S2602M998P,902241906,CHILE,4.0,2026-05-23,DGF,V264738,1.0,1.0,100.0,P,I.1.1,New,F2,400280200,,2.2400000000000007E-2,TU,1.005/1
S2602W908P,902241937,CHILE,6.0,2026-05-29,DGF,V264409,2.0,NULL,NULL,NULL,NULL,New,NULL,NULL,4.4800000000000013E-2,NULL,NULL
S2662LHME001AM,902241953,SAUDI ARABIA,144.0,2026-05-29,DSV AIR & SEA (OCEAN),V264829,4.0,4.0,100.0,W.Insp,O.1.1,New,F2,800280250,800280300,,0.45920000000000011,AutoPacking_F2,36.616/4
S2602W912P,902241977,CHILE,6.0,2026-05-29,DGF,V264409,2.0,NULL,NULL,NULL,NULL,New,NULL,NULL,4.4800000000000013E-2,NULL,NULL
F2606LHMU102M,902241992,AUSTRALIA,898.0,2026-05-29,DSV AIR & SEA (OCEAN),V264843,20.0,11.0,55.0,M,C.1.2,New,F3,400280200,800280200,800280250,800280300,,1.2432000000000005,AutoPacking_F3,115.64/11
S2602M907P,902242003,CHILE,4.0,2026-05-29,DGF,V264409,1.0,NULL,NULL,NULL,NULL,New,NULL,NULL,2.2400000000000007E-2,NULL,NULL
S2602M998P,902242013,KOREA,290.0,2026-05-23,DSV AIR & SEA ,V264734,8.0,8.0,100.0,P,R.1.1,New,F2,400280200,800280200,800280400,,0.47040000000000015,TU,34.62/8
S2662LHME001AM,902242061,UNITED ARAB EMIRATES,444.0,2026-05-29,DSV AIR & SEA (OCEAN),V264825,12.0,12.0,100.0,L.Finl,A.1.1,F.I.N,New,F2,800280250,800280300,,0.89600000000000035,AutoPacking_F2,115.324/12
S2408MR2302A,902242064,AUSTRALIA,1056.0,2026-05-29,DSV AIR & SEA (OCEAN),V264837,19.0,19.0,100.0,P,K.2.2,New,F2,800280200,800280250,800280300,,1.2208000000000003,AutoPacking_F2,155.758/19
F2602W332AOP2,902242068,CHILE,498.0,2026-05-29,K&N,V264786,11.0,5.0,45.450000000000003,M,K.1.3,New,F2,400280200,800280200,800280250,800280300,,0.6272000000000002,AutoPacking_F2,34.186/5
F2507M202V,902242073,NEW ZEALAND,16.0,2026-05-29,DSV AIR & SEA (OCEAN),V264847,4.0,4.0,100.0,F-Ok,D.1.2,F.I.N,New,F3,400280200,,8.9600000000000027E-2,VUONG,5.45/4
F2606LHMU103MA,902242145,NEW ZEALAND,13.0,2026-05-29,DSV AIR & SEA (OCEAN),V264847,6.0,6.0,100.0,F-Ok,F.I.N,New,F3,400280200,,0.13440000000000005,HAO,6.05/6
F2607W303,902242156,UKRAINE,26.0,2026-06-12,MAERSK,V265270,7.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.15680000000000005,NULL,NULL
F2602M206,902242166,NETHERLANDS,219.0,2026-05-29,MAERSK,V264914,16.0,14.0,87.5,F-Ok,F.I.N,S.1.4,New,F3,400280200,800280200,800280250,800280300,,0.89600000000000013,VUONG,HAO,79.235/14
S2602W908P,902242179,ARGENTINA,36.0,2026-05-30,K&N,V265172,1.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.22400000000000003,NULL,NULL
F2606CHMU029U,902242199,AUSTRALIA,717.0,2026-06-12,DSV AIR & SEA (OCEAN),V265339,21.0,NULL,NULL,NULL,NULL,New,NULL,NULL,1.2432000000000003,NULL,NULL
F2602M206,902242229,ITALY,50.0,2026-05-29,K&N,V264765,4.0,2.0,50.0,F-Ok,F.1.2,New,F3,800280200,800280250,,0.32480000000000003,VUONG,11.605/2
S2602M998P,902242230,ARGENTINA,11.0,2026-05-23,K&N,V264714,3.0,3.0,100.0,P,I.1.1,New,F2,400280200,,6.7200000000000024E-2,AutoPacking_F2,2.952/3
F2607M301,902242232,GERMANY,330.0,2026-05-29,K&N,V264663,10.0,10.0,100.0,F-Ok,F.1.1,F.I.N,New,F3,400280200,800280200,800280300,,0.5152000000000001,HAO,VUONG,72.62/10
F2606CHRM027,902242243,TURKEY,101.0,2026-06-12,DSV AIR & SEA (OCEAN),V265326,3.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.25760000000000005,NULL,NULL
S2662LHME001AM,902242246,UNITED ARAB EMIRATES,130.0,2026-06-12,DSV AIR & SEA (OCEAN),V265332,4.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.32480000000000003,NULL,NULL
S2602W912P,902242273,ARGENTINA,10.0,2026-05-30,K&N,V265173,1.0,NULL,NULL,NULL,NULL,New,NULL,NULL,4.4800000000000013E-2,NULL,NULL
F2507M202,902242284,AUSTRALIA,100.0,2026-05-29,DSV AIR & SEA (OCEAN),V264841,8.0,8.0,100.0,F-Ok,F.I.N,F.1.1,New,F3,400280200,800280200,,0.22400000000000009,VUONG,22.04/8
F2602M206,902242286,NETHERLANDS,181.0,2026-05-29,MAERSK,V264908,12.0,12.0,100.0,F-Ok,B.1.4,New,F3,800280200,800280250,800280300,,0.7280000000000002,HAO,VUONG,70.24/12
F2602M205,902242304,TURKEY,100.0,2026-05-29,DSV AIR & SEA (OCEAN),V264813,7.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.5152000000000001,NULL,NULL
S2602M911P,902242321,ARGENTINA,11.0,2026-05-30,K&N,V265174,1.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.13440000000000005,NULL,NULL
F2602M206,902242353,NETHERLANDS,53.0,2026-06-05,MAERSK,V265086,7.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.28000000000000008,NULL,NULL
S2602M998P,902242360,CHINA,166.0,2026-05-23,DSV AIR & SEA ,V264735,6.0,6.0,100.0,P,J.1.1,New,F2,580380200,580380300,,0.33059999999999995,TU,9.04/6
F2606CHRM027,902242373,TURKEY,150.0,2026-06-12,DSV AIR & SEA (OCEAN),V265326,4.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.45920000000000011,NULL,NULL
S2602M907P,902242377,ARGENTINA,37.0,2026-05-29,K&N,V264784,1.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.33600000000000008,NULL,NULL
S2602M907P,902242380,MEXICO,16.0,2026-05-29,K&N,V264773,1.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.1575,NULL,NULL
S2602W998P,902242396,AUSTRALIA,38.0,2026-05-23,DSV AIR & SEA (OCEAN),V264717,4.0,4.0,100.0,P,F.I.N,New,F2,400280200,,8.9600000000000027E-2,AutoPacking_F2,6.76/4
F2638U342NCAPEN,902242403,USA,600.0,2026-05-29,MAERSK,V265006,20.0,20.0,100.0,L.Finl,R.2.2,F.I.N,New,F2,406305203,700375150,700375200,700375250,,1.1921499800000004,AutoPacking_F2,Admin,TU,189.628/20
F2602M206,902242410,NETHERLANDS,138.0,2026-06-05,MAERSK,V265076,10.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.58240000000000003,NULL,NULL
S2602W908P,902242416,CHINA,204.0,2026-05-29,DSV AIR & SEA ,V264855,6.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.35263999999999995,NULL,NULL
F2602M206,902242421,KAZAKHSTAN,22.0,2026-05-29,MAERSK,V264593,5.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.11200000000000003,NULL,NULL
S2602W908P,902242441,MEXICO,16.0,2026-05-30,K&N,V265164,1.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.1575,NULL,NULL
F2602M206,902242457,UNITED KINGDOM,289.0,2026-05-29,MAERSK,V264899,20.0,17.0,85.0,F-Ok,F.I.N,M.1.3,New,F3,580380200,580380300,,1.2562799999999996,HAO,104.81/17
F2602W206,902242479,KAZAKHSTAN,16.0,2026-05-29,MAERSK,V264593,5.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.11200000000000003,NULL,NULL
S2602W912P,902242484,MEXICO,16.0,2026-05-30,K&N,V265165,1.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.1575,NULL,NULL
F2602M207,902242510,TURKEY,110.0,2026-05-29,DSV AIR & SEA (OCEAN),V264813,7.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.6160000000000001,NULL,NULL
F2602W332AOP2,902242523,ARGENTINA,122.0,2026-05-29,K&N,V264784,3.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.25760000000000005,NULL,NULL
S2602M907P,902242528,CHINA,214.0,2026-05-29,DSV AIR & SEA ,V264855,8.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.46283999999999997,NULL,NULL
F2638Y342NCAPEN,902242532,USA,295.0,2026-05-29,MAERSK,V265007,8.0,7.0,87.5,M,Q.1.3,New,F2,700375150,700375200,700375250,,0.43312499999999998,AutoPacking_F2,TU,51.513/7
S2602M911P,902242538,MEXICO,17.0,2026-05-30,K&N,V265166,1.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.1575,NULL,NULL
S2662LHME001AM,902242607,SAUDI ARABIA,218.0,2026-05-29,DSV AIR & SEA (OCEAN),V264829,6.0,6.0,100.0,M,J.1.2,New,F2,800280200,800280300,,0.58240000000000025,AutoPacking_F2,55.99/6
S2602W998P,902242629,CHINA,172.0,2026-05-23,DSV AIR & SEA ,V264735,6.0,6.0,100.0,P,I.1.3,New,F2,580380200,580380300,,0.30855999999999995,AutoPacking_F2,TU,27.965/6
S2602W998P,902242688,KOREA,80.0,2026-05-23,DSV AIR & SEA ,V264734,4.0,4.0,100.0,P,L.1.1,New,F2,400280200,800280200,,0.15680000000000005,AutoPacking_F2,12.797/4
F2607W303,902242698,PANAMA,175.0,2026-06-12,K&N,V265304,12.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.47040000000000015,NULL,NULL
F2606CHRM027,902242704,AUSTRALIA,53.0,2026-05-29,DSV AIR & SEA (OCEAN),V264843,6.0,6.0,100.0,F-Ok,F.I.N,A.1.1,New,F3,400280200,800280200,,8.9600000000000027E-2,GIANG,VUONG,17.215/6
S2602M909P,902242713,GERMANY,195.0,2026-05-29,K&N,V265191,7.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.35840000000000005,NULL,NULL
F2602W206,902242723,KAZAKHSTAN,130.0,2026-05-29,MAERSK,V264593,11.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.53760000000000008,NULL,NULL
S2606LHCO100AUM,902242732,COLOMBIA,15.0,2026-05-29,K&N,V264776,1.0,NULL,NULL,NULL,NULL,New,NULL,NULL,2.2400000000000007E-2,NULL,NULL
S2602W332,902242757,NETHERLANDS,51.0,2026-05-29,MAERSK,V264931,4.0,4.0,100.0,M,R.1.1,New,F2,400280200,,8.9600000000000027E-2,AutoPacking_F2,9.501/4
S2602M909P,902242778,ITALY,50.0,2026-05-29,DGF,V265183,1.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.33600000000000008,NULL,NULL
F2602M206,902242786,KAZAKHSTAN,150.0,2026-05-29,MAERSK,V264593,11.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.60480000000000012,NULL,NULL
F2606CHFCB018,902242852,COLOMBIA,62.0,2026-06-12,K&N,V265307,4.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.15680000000000005,NULL,NULL
F2607M301,902242868,INDIA,487.0,2026-05-29,DSV AIR & SEA (OCEAN),V264833,11.0,11.0,100.0,F-Ok,F.I.N,A.1.2,New,F3,800280200,800280250,800280300,,0.75040000000000018,VUONG,104.31/11
S2602M332,902242919,NETHERLANDS,63.0,2026-06-05,MAERSK,V265091,4.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.13440000000000005,NULL,NULL
F2606CHFE003,902243170,MEXICO,133.0,2026-05-29,K&N,V264772,8.0,8.0,100.0,F-Ok,P.1.3,New,F3,700375150,700375200,700375250,,0.55124999999999991,AutoPacking_F3,56.788/8
F2602M205,902243171,ITALY,100.0,2026-05-29,K&N,V264767,7.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.48160000000000003,NULL,NULL
S2602M332,902243178,KOREA,300.0,2026-05-29,DSV AIR & SEA (OCEAN),V264803,9.0,9.0,100.0,NULL,F.I.N,New,F2,400280200,800280200,800280400,,0.53760000000000019,TU,AutoPacking_F2,49.71/9
F2602M206,902243187,CANADA,169.0,2026-05-29,K&N,V264769,13.0,13.0,100.0,F-Ok,C.1.2,New,F3,700375150,700375200,700375250,,0.73499999999999988,HAO,VUONG,74.085/13
S2602M332,902243214,THAILAND,120.0,2026-06-12,DSV AIR & SEA (OCEAN),V265319,4.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.40320000000000011,NULL,NULL
F2602W205,902243248,NETHERLANDS,101.0,2026-06-05,MAERSK,V265085,8.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.43680000000000008,NULL,NULL
S2602M907P,902243312,KOREA,225.0,2026-05-29,DSV AIR & SEA ,V264854,7.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.47040000000000015,NULL,NULL
S2608MR1713A,902243334,AUSTRALIA,163.0,2026-05-29,DSV AIR & SEA (OCEAN),V264844,6.0,6.0,100.0,F-Ok,S.1.2,F.I.N,New,F3,400280200,800280200,800280250,,0.22400000000000006,AutoPacking_F3,21.953/6
F2606CHMU029U,902243336,CANADA,548.0,2026-05-29,K&N,V264769,17.0,17.0,100.0,F-Ok,H.1.3,New,F3,406305203,700375200,700375250,,0.96791247000000014,AutoPacking_F3,148.027/17
F2607W303,902243349,COLOMBIA,6.0,2026-06-12,K&N,V265307,3.0,NULL,NULL,NULL,NULL,New,NULL,NULL,6.7200000000000024E-2,NULL,NULL
S2602W908P,902243361,KOREA,130.0,2026-05-29,DSV AIR & SEA ,V264854,4.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.3136000000000001,NULL,NULL
F2606GHMES007Y,902243377,AUSTRALIA,560.0,2026-05-29,DSV AIR & SEA (OCEAN),V264843,11.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.59360000000000013,NULL,NULL
S2608MR1713A,902243383,NEW ZEALAND,10.0,2026-05-29,DSV AIR & SEA (OCEAN),V264847,4.0,4.0,100.0,F-Ok,D.1.2,New,F3,400280200,,8.9600000000000027E-2,HAO,3.55/4
S2608MR1713A,902243450,AUSTRALIA,100.0,2026-05-29,DSV AIR & SEA (OCEAN),V264838,6.0,4.0,66.670000000000002,F-Ok,D.1.3,New,F3,400280200,800280200,,8.9600000000000027E-2,AutoPacking_F3,12.648/4
S2602M332,902243527,KOREA,557.0,2026-05-29,DSV AIR & SEA (OCEAN),V264803,13.0,12.0,92.310000000000002,M,A.1.1,New,F2,400280200,800280200,800280400,,0.96320000000000028,TU,97.78/12
F2602W332AOP2,902243546,USA,82.0,2026-05-29,MAERSK,V265032,6.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.16506245,NULL,NULL
F2602W206,902243563,UKRAINE,260.0,2026-05-29,MAERSK,V264991,19.0,12.0,63.159999999999997,M,A.2.2,New,F3,400280200,800280250,800280300,,1.0080000000000002,VUONG,54.855/12
F2602W332AOP2,902243593,USA,56.0,2026-05-29,MAERSK,V265001,5.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.12568745000000001,NULL,NULL
F2602M206,902243620,UKRAINE,300.0,2026-05-29,MAERSK,V264991,22.0,22.0,100.0,F-Ok,P.1.2,New,F3,400280200,800280200,800280250,800280300,,1.2320000000000002,VUONG,GIANG,Finished Goods Scan ,HAO,123.25/22
F2606LHMU103M,902243640,AUSTRALIA,941.0,2026-05-29,DSV AIR & SEA (OCEAN),V264842,21.0,21.0,100.0,M,N.4.1,New,F2,400280200,800280200,800280250,800280300,,1.3328000000000002,AutoPacking_F2,208.04/21
F2606CHMU029U,902243651,ISRAEL,100.0,2026-06-12,DSV AIR & SEA (OCEAN),V265328,6.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.23520000000000008,NULL,NULL
S2602W908P,902243660,ITALY,58.0,2026-05-29,DGF,V264724,2.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.26880000000000004,NULL,NULL
F2602W332AOP2,902243675,CANADA,105.0,2026-05-29,K&N,V264769,5.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.16839998,NULL,NULL
S2606LHCO100AUM,902243691,USA,2575.0,2026-05-29,MAERSK,V264992,68.0,NULL,NULL,NULL,NULL,New,NULL,NULL,4.2874249599999947,NULL,NULL
S2602W908P,902243717,GERMANY,244.0,2026-05-29,K&N,V265189,7.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.4144000000000001,NULL,NULL
F2606CHJT022,902243720,ISRAEL,106.0,2026-06-12,DSV AIR & SEA (OCEAN),V265328,6.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.24640000000000006,NULL,NULL
F2602W206,902243754,AUSTRALIA,25.0,2026-05-29,DSV AIR & SEA (OCEAN),V264840,5.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.15680000000000005,NULL,NULL
S2602M907P,902243779,ITALY,50.0,2026-05-29,DGF,V264724,2.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.26880000000000004,NULL,NULL
F2606CHRM027,902243785,ISRAEL,300.0,2026-06-12,DSV AIR & SEA (OCEAN),V265328,11.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.57120000000000015,NULL,NULL
S2602W908P,902243836,GERMANY,69.0,2026-05-29,K&N,V264874,5.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.17920000000000005,NULL,NULL
S2606LHCO100AUM,902243895,NETHERLANDS,435.0,2026-05-29,MAERSK,V264902,13.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.7280000000000002,NULL,NULL
S2602M907P,902243963,GERMANY,125.0,2026-05-29,K&N,V264874,7.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.30240000000000006,NULL,NULL
F2606LHMU101M,902243979,AUSTRALIA,633.0,2026-05-29,DSV AIR & SEA (OCEAN),V264842,16.0,14.0,87.5,M,K.1.1,New,F2,400280200,800280200,800280300,,0.91840000000000033,AutoPacking_F2,140.74/14
S2602M907P,902244023,SPAIN,185.0,2026-05-29,DGF,V264853,7.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.38080000000000008,NULL,NULL
F2608MR1710B,902244034,NEW ZEALAND,38.0,2026-05-29,DSV AIR & SEA (OCEAN),V264847,4.0,4.0,100.0,F-Ok,H.1.3,New,F3,400280200,,8.9600000000000027E-2,HAO,6.23/4
F2606LHMU103Y,902244082,AUSTRALIA,274.0,2026-05-29,DSV AIR & SEA (OCEAN),V264843,7.0,7.0,100.0,F-Ok,K.1.2,F.I.N,New,F3,800280200,800280250,800280300,,0.35840000000000005,VUONG,35.13/7
F2606LHMU102Y,902244139,AUSTRALIA,461.0,2026-05-29,DSV AIR & SEA (OCEAN),V264843,11.0,11.0,100.0,F-Ok,P.1.2,New,F3,400280200,800280200,800280250,800280300,,0.52640000000000009,AutoPacking_F3,70.658/11
F2638M401NCAPEN,902244166,USA,312.0,2026-05-29,MAERSK,V265062,34.0,33.0,97.060000000000002,F-Ok,F.I.N,P.2.2,New,F3,700375150,700375200,700375250,700375300,,2.1525000000000007,HAO,VUONG,203.665/33
F2608MR1710B,902244211,AUSTRALIA,324.0,2026-05-29,DSV AIR & SEA (OCEAN),V264843,9.0,9.0,100.0,F-Ok,I.1.3,New,F3,400280200,800280200,800280250,800280300,,0.33600000000000008,HAO,40.005/9
S2602M998P,902244225,SPAIN,142.0,2026-05-23,DGF,V264739,5.0,5.0,100.0,P,P.1.1,New,F2,400280200,800280200,800280250,800280300,,0.16800000000000004,AutoPacking_F2,23.264/5
F2606CHFCB018Y,902244288,NETHERLANDS,607.0,2026-06-12,MAERSK,V265226,14.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.85120000000000029,NULL,NULL
S2638BAUSLHD,902244328,USA,32.0,2026-05-29,MAERSK,V265022,6.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.20666246999999999,NULL,NULL
S2602M998P,902244336,GERMANY,55.0,2026-05-23,K&N,V264740,3.0,3.0,100.0,P,P.1.2,New,F2,400280200,800280250,,0.10080000000000003,AutoPacking_F2,9.395/3
F2602M205,902244341,NETHERLANDS,122.0,2026-05-29,MAERSK,V264932,11.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.57120000000000015,NULL,NULL
S2602M998P,902244396,ITALY,57.0,2026-05-23,DGF,V264737,1.0,1.0,100.0,P,I.1.1,New,F2,800280300,,0.33600000000000008,TU,9.005/1
F2638M402NCAPEN,902244432,USA,564.0,2026-05-29,MAERSK,V265062,59.0,58.0,98.310000000000002,F-Ok,O.2.1,New,F3,700375150,700375250,,3.7668749999999966,VUONG,HAO,391.135/58
F2602M337,902244442,NETHERLANDS,65.0,2026-06-05,MAERSK,V265077,2.0,2.0,100.0,NULL,L.1.2,New,F2,800280200,,8.9600000000000027E-2,AutoPacking_F2,11.216/2
F2606CHMU029U,902244528,USA,3791.0,2026-05-29,MAERSK,V265039,99.0,99.0,100.0,F-Ok,F.I.N,K.2.2,New,F3,406305203,700375200,700375250,700375300,,6.3349249599999897,VUONG,AutoPacking_F3,HAO,987.746/99
F2606CHFCB018Y,902244550,NETHERLANDS,653.0,2026-05-29,MAERSK,V264918,16.0,13.0,81.25,NULL,NULL,New,F3,NULL,0.91840000000000033,AutoPacking_F3,106.618/13
F2438BAU105DC,902244638,USA,30.0,2026-05-29,MAERSK,V265041,4.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.12902498000000001,NULL,NULL
F2607W303,902244750,CHINA,175.0,2026-06-12,DSV AIR & SEA (OCEAN),V265325,9.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.50692000000000004,NULL,NULL
F2602M207,902244848,TURKEY,286.0,2026-05-29,DSV AIR & SEA (OCEAN),V264813,19.0,NULL,NULL,NULL,NULL,New,NULL,NULL,1.3328000000000004,NULL,NULL
F2607W303,902244916,HONG KONG,100.0,2026-06-12,DSV AIR & SEA (OCEAN),V265317,3.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.39672000000000002,NULL,NULL
F2607W303,902244952,CHINA,826.0,2026-06-12,DSV AIR & SEA (OCEAN),V265325,27.0,NULL,NULL,NULL,NULL,New,NULL,NULL,1.6970799999999995,NULL,NULL
S2602M421,902245028,ITALY,208.0,2026-05-29,K&N,V264748,5.0,5.0,100.0,P,L.1.1,New,F2,800280200,800280250,800280300,,0.4144000000000001,AutoPacking_F2,42.025/5
F2607M301,902245090,CHINA,75.0,2026-05-29,DSV AIR & SEA (OCEAN),V264811,7.0,7.0,100.0,F-Ok,F.I.N,A.1.3,New,F3,580380200,,0.30856,VUONG,20.46/7
F2602W332AOP2,902245150,USA,55.0,2026-05-29,MAERSK,V265002,5.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.12568745000000001,NULL,NULL
S2408MR2302A,902245263,NEW ZEALAND,112.0,2026-05-29,DSV AIR & SEA (OCEAN),V264848,5.0,5.0,100.0,P,S.1.1,New,F2,400280200,800280200,800280250,,0.19040000000000007,AutoPacking_F2,18.212/5
F2602M205,902245267,USA,132.0,2026-05-29,MAERSK,V265002,11.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.60152497999999999,NULL,NULL
F2606CHFE003,902245291,KOREA,1464.0,2026-05-29,DSV AIR & SEA (OCEAN),V264805,66.0,66.0,100.0,F-Ok,S.2.1,New,F3,400280200,800280200,800280400,,5.5327999999999991,HAO,VUONG,596.245/66
F2606LHMU103MA,902245338,AUSTRALIA,119.0,2026-05-29,DSV AIR & SEA (OCEAN),V264843,6.0,6.0,100.0,F-Ok,F.I.N,New,F3,400280200,800280200,800280250,,0.22400000000000006,HAO,29.925/6
S2602M909P,902245351,KOREA,170.0,2026-05-29,DSV AIR & SEA ,V265185,7.0,NULL,NULL,NULL,NULL,New,NULL,NULL,0.33600000000000008,NULL,NULL
F2602M205,902245380,NETHERLANDS,60.0,2026-05-29,MAERSK,V264912,7.0,7.0,100.0,F-Ok,F.I.N,H.1.2,New,F3,400280200,800280200,800280250,800280300,,0.32480000000000009,AutoPacking_F3,VUONG,29.087/7
F2602W337,902245458,NEW ZEALAND,215.0,2026-05-29,DSV AIR & SEA (OCEAN),V264848,6.0,6.0,100.0,P,F.I.N,I.1.2,New,F2,400280200,800280200,800280250,800280300,,0.29120000000000001,AutoPacking_F2,31.673/6
F2606LHMU103MA,902245526,AUSTRALIA,150.0,2026-05-29,DSV AIR & SEA (OCEAN),V264836,6.0,6.0,100.0,F-Ok,F.I.N,New,F3,400280200,800280200,800280250,800280300,,0.22400000000000003,HAO,VUONG,37.145/6
